test_id,expected_group,expected_group_name,python_groups,python_group_names,html_groups,html_group_names,exact_match,python_success,missing_in_html,missing_in_html_names,extra_in_html,extra_in_html_names,smiles,formula
157,46,Specificity test for group 46,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC1(F)Oc2ccc(C(F)(F)C(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)cc2O1,C14H3F17O2
158,22,Specificity test for group 22,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(C(F)(F)F)C(F)(F)c1ccc2c(c1)OC(F)(F)O2,C14H7F13O2
158,22,Specificity test for group 22,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(C(F)(F)F)C(F)(F)c1ccc2c(c1)OC(F)(F)O2,C14H7F13O2
158,22,Specificity test for group 22,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(C(F)(F)F)C(F)(F)c1ccc2c(c1)OC(F)(F)O2,C14H7F13O2
158,22,Specificity test for group 22,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,[H]C([H])(F)C(C([H])(F)F)(C([H])(F)F)C(F)(C(F)(F)F)C(F)(F)c1ccc2c(c1)OC(F)(F)O2,C14H7F13O2
162,45,Specificity test for group 45,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)c1ccccn1)C(F)(F)C(F)(F)F,C15H4F21N
163,22,Specificity test for group 22,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,[H]C(F)(c1ccccn1)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C15H6F19N
163,22,Specificity test for group 22,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,[H]C(F)(c1ccccn1)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C15H6F19N
163,22,Specificity test for group 22,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,"[22, 45, 48, 51]",22:Side-chain fluorinated aromatics; 45:azine; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,[H]C(F)(c1ccccn1)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C15H6F19N
166,51,Specificity test for group 51,"[22, 48, 51]",22:Side-chain fluorinated aromatics; 48:alkane; 51:Side-chain aromatics,"[22, 48, 51]",22:Side-chain fluorinated aromatics; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)c1ccccc1)C(F)(F)C(F)(F)F,C16H5F21
167,22,Specificity test for group 22,"[22, 48, 51]",22:Side-chain fluorinated aromatics; 48:alkane; 51:Side-chain aromatics,"[22, 48, 51]",22:Side-chain fluorinated aromatics; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,[H]C(F)(c1ccccc1)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C16H7F19
167,22,Specificity test for group 22,"[22, 48, 51]",22:Side-chain fluorinated aromatics; 48:alkane; 51:Side-chain aromatics,"[22, 48, 51]",22:Side-chain fluorinated aromatics; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,[H]C(F)(c1ccccc1)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C16H7F19
169,46,Specificity test for group 46,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,FC1(F)Oc2ccc(C(F)(F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F)cc2O1,C17H3F23O2
170,22,Specificity test for group 22,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,[H]C(F)(c1ccc2c(c1)OC(F)(F)O2)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C17H5F21O2
170,22,Specificity test for group 22,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,[H]C(F)(c1ccc2c(c1)OC(F)(F)O2)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C17H5F21O2
170,22,Specificity test for group 22,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,[H]C(F)(c1ccc2c(c1)OC(F)(F)O2)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C17H5F21O2
170,22,Specificity test for group 22,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,"[22, 31, 46, 48, 51]",22:Side-chain fluorinated aromatics; 31:ether; 46:benzodioxole; 48:alkane; 51:Side-chain aromatics,True,True,[],,[],,[H]C(F)(c1ccc2c(c1)OC(F)(F)O2)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C([H])(F)C(F)(F)F,C17H5F21O2
174,31,Specificity test for group 31,"[17, 23, 31, 48]",17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,"[17, 23, 31, 48]",17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,True,True,[],,[],,FC(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C4H2F10O
174,31,Specificity test for group 31,"[17, 23, 31, 48]",17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,"[17, 23, 31, 48]",17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,True,True,[],,[],,FC(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C4H2F10O
176,16,Specificity test for group 16,"[16, 17, 23, 31, 48]",16:Perfluoropolyethers; 17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,"[16, 17, 23, 31, 48]",16:Perfluoropolyethers; 17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,True,True,[],,[],,FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,C4H4F10O2
176,16,Specificity test for group 16,"[16, 17, 23, 31, 48]",16:Perfluoropolyethers; 17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,"[16, 17, 23, 31, 48]",16:Perfluoropolyethers; 17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,True,True,[],,[],,FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,C4H4F10O2
176,16,Specificity test for group 16,"[16, 17, 23, 31, 48]",16:Perfluoropolyethers; 17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,"[16, 17, 23, 31, 48]",16:Perfluoropolyethers; 17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,True,True,[],,[],,FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,C4H4F10O2
179,26,Specificity test for group 26,"[23, 26, 48]",23:Perfluoroalkane; 26:Perfluoroalkane sulfonyl fluorides; 48:alkane,"[23, 26, 48]",23:Perfluoroalkane; 26:Perfluoroalkane sulfonyl fluorides; 48:alkane,True,True,[],,[],,O=S(=O)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4F10O2S
180,25,Specificity test for group 25,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,True,True,[],,[],,FC(F)(F)C(F)(F)C(F)(I)C(F)(F)F,C4F9I
181,43,Specificity test for group 43,"[23, 43, 47, 48]",23:Perfluoroalkane; 43:sulfonamide; 47:amine; 48:alkane,"[23, 43, 47, 48]",23:Perfluoroalkane; 43:sulfonamide; 47:amine; 48:alkane,True,True,[],,[],,O=S(=O)(NC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C4H3F10NO2S
181,43,Specificity test for group 43,"[23, 43, 47, 48]",23:Perfluoroalkane; 43:sulfonamide; 47:amine; 48:alkane,"[23, 43, 47, 48]",23:Perfluoroalkane; 43:sulfonamide; 47:amine; 48:alkane,True,True,[],,[],,O=S(=O)(NC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C4H3F10NO2S
181,43,Specificity test for group 43,"[23, 43, 47, 48]",23:Perfluoroalkane; 43:sulfonamide; 47:amine; 48:alkane,"[23, 43, 47, 48]",23:Perfluoroalkane; 43:sulfonamide; 47:amine; 48:alkane,True,True,[],,[],,O=S(=O)(NC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C4H3F10NO2S
184,14,Specificity test for group 14,"[14, 21, 29, 48]",14:Perfluoroalkyl alcohols; 21:Semi-fluorinated alkanes; 29:alcohol; 48:alkane,"[14, 21, 29, 48]",14:Perfluoroalkyl alcohols; 21:Semi-fluorinated alkanes; 29:alcohol; 48:alkane,True,True,[],,[],,OC(F)(F)C(O)(F)C(F)(F)C(F)(F)F,C4H2F8O2
185,8,Specificity test for group 8,"[7, 8, 36, 48]",7:Polyfluoroalkyl sulfonic acid; 8:Perfluoroalkyl disulfonic acids; 36:sulfonic acid; 48:alkane,"[7, 8, 36, 48]",7:Polyfluoroalkyl sulfonic acid; 8:Perfluoroalkyl disulfonic acids; 36:sulfonic acid; 48:alkane,True,True,[],,[],,O=S(=O)(O)C(F)(F)C(F)(C(F)(F)C(F)(F)F)S(=O)(=O)O,C4H2F8O6S2
186,13,Specificity test for group 13,"[13, 40, 48]",13:Perfluoroalkyl phosphinic acids; 40:phosphinic acid; 48:alkane,"[13, 40, 48]",13:Perfluoroalkyl phosphinic acids; 40:phosphinic acid; 48:alkane,True,True,[],,[],,O=[PH](O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4H2F9O2P
186,13,Specificity test for group 13,"[13, 40, 48]",13:Perfluoroalkyl phosphinic acids; 40:phosphinic acid; 48:alkane,"[13, 40, 48]",13:Perfluoroalkyl phosphinic acids; 40:phosphinic acid; 48:alkane,True,True,[],,[],,O=[PH](O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4H2F9O2P
186,13,Specificity test for group 13,"[13, 40, 48]",13:Perfluoroalkyl phosphinic acids; 40:phosphinic acid; 48:alkane,"[13, 40, 48]",13:Perfluoroalkyl phosphinic acids; 40:phosphinic acid; 48:alkane,True,True,[],,[],,O=[PH](O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4H2F9O2P
189,12,Specificity test for group 12,"[12, 39, 48]",12:Perfluoroalkyl phosphonic acids; 39:phosphonic acid; 48:alkane,"[12, 39, 48]",12:Perfluoroalkyl phosphonic acids; 39:phosphonic acid; 48:alkane,True,True,[],,[],,O=P(O)(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4H2F9O3P
189,12,Specificity test for group 12,"[12, 39, 48]",12:Perfluoroalkyl phosphonic acids; 39:phosphonic acid; 48:alkane,"[12, 39, 48]",12:Perfluoroalkyl phosphonic acids; 39:phosphonic acid; 48:alkane,True,True,[],,[],,O=P(O)(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4H2F9O3P
189,12,Specificity test for group 12,"[12, 39, 48]",12:Perfluoroalkyl phosphonic acids; 39:phosphonic acid; 48:alkane,"[12, 39, 48]",12:Perfluoroalkyl phosphonic acids; 39:phosphonic acid; 48:alkane,True,True,[],,[],,O=P(O)(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4H2F9O3P
192,47,Specificity test for group 47,"[23, 47, 48]",23:Perfluoroalkane; 47:amine; 48:alkane,"[23, 47, 48]",23:Perfluoroalkane; 47:amine; 48:alkane,True,True,[],,[],,FC(F)(F)NC(F)(F)C(F)(F)C(F)(F)F,C4H3F10N
192,47,Specificity test for group 47,"[23, 47, 48]",23:Perfluoroalkane; 47:amine; 48:alkane,"[23, 47, 48]",23:Perfluoroalkane; 47:amine; 48:alkane,True,True,[],,[],,FC(F)(F)NC(F)(F)C(F)(F)C(F)(F)F,C4H3F10N
194,29,Specificity test for group 29,"[14, 21, 29, 48]",14:Perfluoroalkyl alcohols; 21:Semi-fluorinated alkanes; 29:alcohol; 48:alkane,"[14, 21, 29, 48]",14:Perfluoroalkyl alcohols; 21:Semi-fluorinated alkanes; 29:alcohol; 48:alkane,True,True,[],,[],,OC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4HF9O
194,29,Specificity test for group 29,"[14, 21, 29, 48]",14:Perfluoroalkyl alcohols; 21:Semi-fluorinated alkanes; 29:alcohol; 48:alkane,"[14, 21, 29, 48]",14:Perfluoroalkyl alcohols; 21:Semi-fluorinated alkanes; 29:alcohol; 48:alkane,True,True,[],,[],,OC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4HF9O
196,11,Specificity test for group 11,"[11, 38, 48]",11:Perfluoroalkyl sulfinic acids; 38:sulfinic acid; 48:alkane,"[11, 38, 48]",11:Perfluoroalkyl sulfinic acids; 38:sulfinic acid; 48:alkane,True,True,[],,[],,O=S(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4HF9O2S
196,11,Specificity test for group 11,"[11, 38, 48]",11:Perfluoroalkyl sulfinic acids; 38:sulfinic acid; 48:alkane,"[11, 38, 48]",11:Perfluoroalkyl sulfinic acids; 38:sulfinic acid; 48:alkane,True,True,[],,[],,O=S(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4HF9O2S
196,11,Specificity test for group 11,"[11, 38, 48]",11:Perfluoroalkyl sulfinic acids; 38:sulfinic acid; 48:alkane,"[11, 38, 48]",11:Perfluoroalkyl sulfinic acids; 38:sulfinic acid; 48:alkane,True,True,[],,[],,O=S(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4HF9O2S
199,6,Specificity test for group 6,"[6, 7, 36, 48]",6:Perfluoroalkyl sulfonic acids; 7:Polyfluoroalkyl sulfonic acid; 36:sulfonic acid; 48:alkane,"[6, 7, 36, 48]",6:Perfluoroalkyl sulfonic acids; 7:Polyfluoroalkyl sulfonic acid; 36:sulfonic acid; 48:alkane,True,True,[],,[],,O=S(=O)(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4HF9O3S
199,6,Specificity test for group 6,"[6, 7, 36, 48]",6:Perfluoroalkyl sulfonic acids; 7:Polyfluoroalkyl sulfonic acid; 36:sulfonic acid; 48:alkane,"[6, 7, 36, 48]",6:Perfluoroalkyl sulfonic acids; 7:Polyfluoroalkyl sulfonic acid; 36:sulfonic acid; 48:alkane,True,True,[],,[],,O=S(=O)(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4HF9O3S
199,6,Specificity test for group 6,"[6, 7, 36, 48]",6:Perfluoroalkyl sulfonic acids; 7:Polyfluoroalkyl sulfonic acid; 36:sulfonic acid; 48:alkane,"[6, 7, 36, 48]",6:Perfluoroalkyl sulfonic acids; 7:Polyfluoroalkyl sulfonic acid; 36:sulfonic acid; 48:alkane,True,True,[],,[],,O=S(=O)(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4HF9O3S
199,6,Specificity test for group 6,"[6, 7, 36, 48]",6:Perfluoroalkyl sulfonic acids; 7:Polyfluoroalkyl sulfonic acid; 36:sulfonic acid; 48:alkane,"[6, 7, 36, 48]",6:Perfluoroalkyl sulfonic acids; 7:Polyfluoroalkyl sulfonic acid; 36:sulfonic acid; 48:alkane,True,True,[],,[],,O=S(=O)(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4HF9O3S
203,9,Specificity test for group 9,"[6, 7, 9, 10, 31, 36, 48]",6:Perfluoroalkyl sulfonic acids; 7:Polyfluoroalkyl sulfonic acid; 9:Perfluoroalkylether sulfonic acids; 10:Polyfluoroalkylether sulfonic acid; 31:ether; 36:sulfonic acid; 48:alkane,"[6, 7, 9, 10, 31, 36, 48]",6:Perfluoroalkyl sulfonic acids; 7:Polyfluoroalkyl sulfonic acid; 9:Perfluoroalkylether sulfonic acids; 10:Polyfluoroalkylether sulfonic acid; 31:ether; 36:sulfonic acid; 48:alkane,True,True,[],,[],,O=S(=O)(O)C(F)(C(F)(F)F)C(F)(F)OC(F)(F)F,C4H3F9O4S
203,9,Specificity test for group 9,"[6, 7, 9, 10, 31, 36, 48]",6:Perfluoroalkyl sulfonic acids; 7:Polyfluoroalkyl sulfonic acid; 9:Perfluoroalkylether sulfonic acids; 10:Polyfluoroalkylether sulfonic acid; 31:ether; 36:sulfonic acid; 48:alkane,"[6, 7, 9, 10, 31, 36, 48]",6:Perfluoroalkyl sulfonic acids; 7:Polyfluoroalkyl sulfonic acid; 9:Perfluoroalkylether sulfonic acids; 10:Polyfluoroalkylether sulfonic acid; 31:ether; 36:sulfonic acid; 48:alkane,True,True,[],,[],,O=S(=O)(O)C(F)(C(F)(F)F)C(F)(F)OC(F)(F)F,C4H3F9O4S
203,9,Specificity test for group 9,"[6, 7, 9, 10, 31, 36, 48]",6:Perfluoroalkyl sulfonic acids; 7:Polyfluoroalkyl sulfonic acid; 9:Perfluoroalkylether sulfonic acids; 10:Polyfluoroalkylether sulfonic acid; 31:ether; 36:sulfonic acid; 48:alkane,"[6, 7, 9, 10, 31, 36, 48]",6:Perfluoroalkyl sulfonic acids; 7:Polyfluoroalkyl sulfonic acid; 9:Perfluoroalkylether sulfonic acids; 10:Polyfluoroalkylether sulfonic acid; 31:ether; 36:sulfonic acid; 48:alkane,True,True,[],,[],,O=S(=O)(O)C(F)(C(F)(F)F)C(F)(F)OC(F)(F)F,C4H3F9O4S
203,9,Specificity test for group 9,"[6, 7, 9, 10, 31, 36, 48]",6:Perfluoroalkyl sulfonic acids; 7:Polyfluoroalkyl sulfonic acid; 9:Perfluoroalkylether sulfonic acids; 10:Polyfluoroalkylether sulfonic acid; 31:ether; 36:sulfonic acid; 48:alkane,"[6, 7, 9, 10, 31, 36, 48]",6:Perfluoroalkyl sulfonic acids; 7:Polyfluoroalkyl sulfonic acid; 9:Perfluoroalkylether sulfonic acids; 10:Polyfluoroalkylether sulfonic acid; 31:ether; 36:sulfonic acid; 48:alkane,True,True,[],,[],,O=S(=O)(O)C(F)(C(F)(F)F)C(F)(F)OC(F)(F)F,C4H3F9O4S
203,9,Specificity test for group 9,"[6, 7, 9, 10, 31, 36, 48]",6:Perfluoroalkyl sulfonic acids; 7:Polyfluoroalkyl sulfonic acid; 9:Perfluoroalkylether sulfonic acids; 10:Polyfluoroalkylether sulfonic acid; 31:ether; 36:sulfonic acid; 48:alkane,"[6, 7, 9, 10, 31, 36, 48]",6:Perfluoroalkyl sulfonic acids; 7:Polyfluoroalkyl sulfonic acid; 9:Perfluoroalkylether sulfonic acids; 10:Polyfluoroalkylether sulfonic acid; 31:ether; 36:sulfonic acid; 48:alkane,True,True,[],,[],,O=S(=O)(O)C(F)(C(F)(F)F)C(F)(F)OC(F)(F)F,C4H3F9O4S
208,37,Specificity test for group 37,"[37, 48]",37:sulfenic acid; 48:alkane,"[37, 48]",37:sulfenic acid; 48:alkane,True,True,[],,[],,OSC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4HF9OS
208,37,Specificity test for group 37,"[37, 48]",37:sulfenic acid; 48:alkane,"[37, 48]",37:sulfenic acid; 48:alkane,True,True,[],,[],,OSC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C4HF9OS
210,35,Specificity test for group 35,"[35, 48]",35:acyl halide; 48:alkane,"[35, 48]",35:acyl halide; 48:alkane,True,True,[],,[],,O=C(Cl)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C5ClF9O
210,35,Specificity test for group 35,"[35, 48]",35:acyl halide; 48:alkane,"[35, 48]",35:acyl halide; 48:alkane,True,True,[],,[],,O=C(Cl)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C5ClF9O
212,27,Specificity test for group 27,"[27, 28, 30, 48]",27:Perfluoroalkyl ketones; 28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,"[27, 28, 30, 48]",27:Perfluoroalkyl ketones; 28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,True,True,[],,[],,O=C(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C5H2F10O
212,27,Specificity test for group 27,"[27, 28, 30, 48]",27:Perfluoroalkyl ketones; 28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,"[27, 28, 30, 48]",27:Perfluoroalkyl ketones; 28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,True,True,[],,[],,O=C(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C5H2F10O
212,27,Specificity test for group 27,"[27, 28, 30, 48]",27:Perfluoroalkyl ketones; 28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,"[27, 28, 30, 48]",27:Perfluoroalkyl ketones; 28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,True,True,[],,[],,O=C(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C5H2F10O
212,27,Specificity test for group 27,"[27, 28, 30, 48]",27:Perfluoroalkyl ketones; 28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,"[27, 28, 30, 48]",27:Perfluoroalkyl ketones; 28:Semi-fluoroalkyl ketones; 30:ketone; 48:alkane,True,True,[],,[],,O=C(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C5H2F10O
216,25,Specificity test for group 25,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,True,True,[],,[],,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)I,C5F11I
217,42,Specificity test for group 42,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,True,True,[],,[],,FC(F)(F)C(F)(F)C(F)(F)C(F)(I)C(F)(F)F,C5H2F11I
217,42,Specificity test for group 42,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,True,True,[],,[],,FC(F)(F)C(F)(F)C(F)(F)C(F)(I)C(F)(F)F,C5H2F11I
219,25,Specificity test for group 25,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,"[21, 25, 42, 48]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide; 48:alkane,True,True,[],,[],,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,C5F11I
220,25,Specificity test for group 25,"[21, 25, 42]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide,"[21, 25, 42]",21:Semi-fluorinated alkanes; 25:Perfluoroalkyl iodides; 42:iodide,True,True,[],,[],,FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)I,C5F11I
221,16,Specificity test for group 16,"[17, 23, 31, 48]",17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,"[17, 23, 31, 48]",17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,True,True,[],,[],,FC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F,C5H2F12O
221,16,Specificity test for group 16,"[17, 23, 31, 48]",17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,"[17, 23, 31, 48]",17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,True,True,[],,[],,FC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F,C5H2F12O
223,31,Specificity test for group 31,"[17, 23, 31, 48]",17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,"[17, 23, 31, 48]",17:Hydrofluoroethers; 23:Perfluoroalkane; 31:ether; 48:alkane,True,True,[],,[],,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C5H2F12O
